"Date","Confirmed (daily growth) (CUSTOM)","Deaths (daily growth) (CUSTOM)","Confirmed (window average) (CUSTOM)","Deaths (window average) (CUSTOM)"
"2020-04-23 00:00:00",63,3,46.875,2.5
"2020-04-22 00:00:00",57,2,44.25,2.5
"2020-04-21 00:00:00",25,4,43.375,2.625
"2020-04-20 00:00:00",26,0,43.125,2
"2020-04-19 00:00:00",21,1,41,1.875
"2020-04-18 00:00:00",39,2,39.75,2.25
"2020-04-17 00:00:00",42,4,38.875,1.75
"2020-04-16 00:00:00",72,0,42,1.75
"2020-04-15 00:00:00",46,2,45.625,1.625
"2020-04-14 00:00:00",47,5,46.25,1.375
"2020-04-13 00:00:00",18,0,43.375,0.875
"2020-04-12 00:00:00",51,0,42.75,0.875
"2020-04-11 00:00:00",50,0,42.5,0.625
"2020-04-10 00:00:00",44,0,42.875,0
"2020-04-09 00:00:00",19,0,46.25,0.125
"2020-04-08 00:00:00",67,0,46.625,0.125
"2020-04-07 00:00:00",44,0,45.125,0.125
"2020-04-06 00:00:00",50,0,48.75,0.125
"2020-04-05 00:00:00",45,1,47.25,0.125
"2020-04-04 00:00:00",54,0,44.75,0.125
"2020-04-03 00:00:00",38,0,42,0.125
"2020-04-02 00:00:00",73,0,39.375,0.125
"2020-04-01 00:00:00",7,0,36.625,0
"2020-03-31 00:00:00",47,0,36,0
"2020-03-30 00:00:00",22,0,32.625,0
"2020-03-29 00:00:00",29,0,27.375,0
"2020-03-28 00:00:00",23,0,29.75,0
"2020-03-27 00:00:00",49,0,24.375,0
"2020-03-26 00:00:00",11,0,22.75,0
"2020-03-25 00:00:00",31,0,22.125,0
"2020-03-24 00:00:00",26,0,19.375,0
"2020-03-23 00:00:00",4,0,16.75,0
"2020-03-22 00:00:00",9,0,16.75,0
"2020-03-21 00:00:00",24,0,13.125,0
"2020-03-20 00:00:00",1,0,10.125,0
"2020-03-19 00:00:00",28,0,10,0
"2020-03-18 00:00:00",11,0,9.125,0
"2020-03-17 00:00:00",2,0,6.25,0
"2020-03-16 00:00:00",2,0,6.25,0
"2020-03-15 00:00:00",3,0,2.875,0
"2020-03-14 00:00:00",2,0,1.5,0
"2020-03-13 00:00:00",1,0,1.875,0
"2020-03-12 00:00:00",1,0,1.625,0
"2020-03-11 00:00:00",1,0,1.25,0
"2020-03-10 00:00:00",0,0,1,0
"2020-03-09 00:00:00",5,0,0.875,0
"2020-03-08 00:00:00",0,0,0.75,0
"2020-03-07 00:00:00",0,0,0.7142,0
"2020-03-06 00:00:00",0,0,0.8333,0
"2020-03-05 00:00:00",0,0,0,0
"2020-03-04 00:00:00",0,0,0,0
"2020-03-03 00:00:00",,,0,0
