Date,Confirmed (daily growth) (CUSTOM),Deaths (daily growth) (CUSTOM),Confirmed (window average) (CUSTOM),Deaths (window average) (CUSTOM)
6/17/2021 0:00,392,6,303.125,9
6/16/2021 0:00,350,17,307.75,9
6/15/2021 0:00,326,5,356.75,11.375
6/14/2021 0:00,1136,24,391.375,10.875
6/13/2021 0:00,0,0,411.375,13
6/12/2021 0:00,37,0,412.25,12.5
6/11/2021 0:00,421,19,525.375,17.875
6/10/2021 0:00,469,16,391,14.875
6/9/2021 0:00,552,23,391,14.875
6/8/2021 0:00,357,13,469.75,17.5
6/7/2021 0:00,1231,48,479.125,17.625
6/6/2021 0:00,61,0,471.75,16.75
6/5/2021 0:00,0,0,640.25,16
6/4/2021 0:00,667,21,595.625,14.375
6/3/2021 0:00,496,20,450.25,8.375
6/2/2021 0:00,410,9,443.625,8.5
6/1/2021 0:00,1900,17,539.75,11.625
5/31/2021 0:00,0,0,569.375,11.625
5/30/2021 0:00,68,0,607.625,12.5
5/29/2021 0:00,8,1,641.875,13.5
5/28/2021 0:00,769,25,672.75,14.625
5/27/2021 0:00,904,21,672.75,14.625
5/26/2021 0:00,802,27,680,14.875
5/25/2021 0:00,684,17,814.25,15.75
5/24/2021 0:00,2147,26,857.625,14.125
5/23/2021 0:00,0,0,866.625,15
5/22/2021 0:00,126,2,852.75,14
5/21/2021 0:00,1082,8,1068,15.625
5/20/2021 0:00,1116,12,799.625,12.375
5/19/2021 0:00,976,28,830.75,12.375
5/18/2021 0:00,691,19,986,13.25
5/17/2021 0:00,2406,30,1019.875,15
5/16/2021 0:00,0,0,1065.375,17
5/15/2021 0:00,249,0,1070.5,15
5/14/2021 0:00,1368,9,1395.25,14
5/13/2021 0:00,1353,22,1094.5,10.25
5/12/2021 0:00,1480,28,1114.625,10.125
5/11/2021 0:00,1017,12,1316.125,15.5
5/10/2021 0:00,3289,11,1378.875,16.5
5/9/2021 0:00,0,0,1385.625,16.375
5/8/2021 0:00,161,-1,1351.5,13.875
5/7/2021 0:00,1861,43,1746.75,17.125
5/6/2021 0:00,1870,17,1335.625,15.75
5/5/2021 0:00,1407,21,1344.875,15.875
5/4/2021 0:00,1207,8,1606.875,18.25
5/3/2021 0:00,4179,38,1617.375,14.875
5/2/2021 0:00,0,0,1606.75,16.625
5/1/2021 0:00,74,1,1635.125,17
4/30/2021 0:00,2257,18,2110.25,20.25
4/29/2021 0:00,1945,16,1587.875,15.5
4/28/2021 0:00,1785,31,1611,15.625
4/27/2021 0:00,1634,24,1851,17.75
4/26/2021 0:00,5008,34,1861.25,19.75
4/25/2021 0:00,0,0,1842.125,22.75
4/24/2021 0:00,185,1,1780.25,21
