Date,Confirmed (daily growth) (CUSTOM),Deaths (daily growth) (CUSTOM),Confirmed (window average) (CUSTOM),Deaths (window average) (CUSTOM)
2/19/2020 0:00,0,0,1.875,0
2/18/2020 0:00,0,0,1.875,0
2/17/2020 0:00,10,0,1.625,0
2/16/2020 0:00,0,0,1.5,0
2/15/2020 0:00,0,0,1.5,0
2/14/2020 0:00,0,0,1.625,0
2/13/2020 0:00,1,0,0.375,0
2/12/2020 0:00,1,0,0.375,0
2/11/2020 0:00,0,0,0.375,0
2/10/2020 0:00,1,0,0.375,0
2/9/2020 0:00,0,0,0.375,0
2/8/2020 0:00,0,0,0.25,0
2/7/2020 0:00,0,0,0.25,0
2/6/2020 0:00,0,0,0.5,0
2/5/2020 0:00,1,0,0.625,0
2/4/2020 0:00,0,0,0.75,0
2/3/2020 0:00,0,0,0.875,0
2/2/2020 0:00,3,0,0.875,0
2/1/2020 0:00,1,0,0.75,0
1/31/2020 0:00,1,0,0.75,0
1/30/2020 0:00,1,0,1,0
1/29/2020 0:00,0,0,0.75,0
1/28/2020 0:00,0,0,0.75,0
1/27/2020 0:00,0,0,0.625,0
1/26/2020 0:00,2,0,0.5,0
1/25/2020 0:00,1,0,0.5714,0
1/24/2020 0:00,1,0,0.6666,0
1/23/2020 0:00,0,0,0.8,0
1/22/2020 0:00,0,0,0.5,0
1/21/2020 0:00,,,0.3333,0
